IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:10, 0
OUT:10, 0
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:10, 0
OUT:10, 0
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:10, 0
OUT:10, 0
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:10, 0
OUT:10, 0
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:10, 0
OUT:10, 0
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:10, 0
OUT:10, 0
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:10, 0
OUT:10, 0
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:10, 0
OUT:10, 0
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:10, 0
OUT:10, 0
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
IN:0, 1000000
OUT:0, 1000000
